"","subject","type","item","condition","question","correct_answer","response","rt","group","question_type"
"7489","Non-Native 2","gp",13,"Unambiguous","!","{The_girl_calmed_herself_down}","1",2213,"Non-Native","Main"
"7492","Non-Native 2","gp",4,"Ambiguous","!","{The_two_children_hugged_their_friend}","0",4127,"Non-Native","Main"
"7502","Non-Native 2","gp",8,"Ambiguous","!","{Mary_dressed_herself}","1",1266,"Non-Native","Main"
"7509","Non-Native 2","gp",17,"Unambiguous","!","{The_two_men_fought_the_terrorist}","0",6825,"Non-Native","Main"
"7526","Non-Native 2","gp",23,"Unambiguous","!","{The_child}","1",5538,"Non-Native","Sub"
"7529","Non-Native 2","gp",7,"Unambiguous","!","{The_lady}","1",1770,"Non-Native","Sub"
"7541","Non-Native 2","gp",18,"Ambiguous","!","{The_baby}","1",2617,"Non-Native","Sub"
"7544","Non-Native 2","gp",11,"Unambiguous","!","{The_friend}","1",1899,"Non-Native","Sub"
"7551","Non-Native 2","gp",10,"Ambiguous","!","{The_General}","1",1859,"Non-Native","Sub"
"7554","Non-Native 2","gp",1,"Unambiguous","!","{The_lawyer_calmed_himself_down}","1",3201,"Non-Native","Main"
"7576","Non-Native 3","gp",22,"Unambiguous","!","{The_coach}","1",1339,"Non-Native","Sub"
"7583","Non-Native 3","gp",9,"Ambiguous","!","{The_singer}","1",2577,"Non-Native","Sub"
"7589","Non-Native 3","gp",12,"Unambiguous","!","{The_nurse_washed_the_baby}","0",2226,"Non-Native","Main"
"7601","Non-Native 3","gp",20,"Unambiguous","!","{The_two_friends_met_each_other}","1",4928,"Non-Native","Main"
"7608","Non-Native 3","gp",14,"Unambiguous","!","{The_nurse}","1",1408,"Non-Native","Sub"
"7615","Non-Native 3","gp",11,"Ambiguous","!","{The_lady_woke_herself_up}","1",2895,"Non-Native","Main"
"7621","Non-Native 3","gp",2,"Unambiguous","!","{The_baby}","1",1290,"Non-Native","Sub"
"7625","Non-Native 3","gp",8,"Unambiguous","!","{Mary_dressed_herself}","1",1839,"Non-Native","Main"
"7629","Non-Native 3","gp",10,"Unambiguous","!","{The_General}","1",1469,"Non-Native","Sub"
"7640","Non-Native 3","gp",13,"Ambiguous","!","{The_boy}","1",1505,"Non-Native","Sub"
"7650","Non-Native 3","gp",5,"Ambiguous","!","{The_father}","0",1201,"Non-Native","Sub"
"7656","Non-Native 3","gp",24,"Unambiguous","!","{The_two_actresses_met_each_other}","1",2054,"Non-Native","Main"
"7663","Non-Native 3","gp",21,"Ambiguous","!","{Anna}","0",1268,"Non-Native","Sub"
"7670","Non-Native 3","gp",3,"Ambiguous","!","{The_two_journalists_met_the_president}","0",2566,"Non-Native","Main"
"7680","Non-Native 3","gp",4,"Unambiguous","!","{The_two_children_hugged_their_friend}","0",2427,"Non-Native","Main"
"7692","Non-Native 3","gp",1,"Ambiguous","!","{The_man}","1",1109,"Non-Native","Sub"
"7698","Non-Native 3","gp",23,"Ambiguous","!","{The_mother_washed_the_child}","0",2275,"Non-Native","Main"
"7702","Non-Native 3","gp",6,"Unambiguous","!","{The_neighbour}","1",1325,"Non-Native","Sub"
"7710","Non-Native 3","gp",19,"Ambiguous","!","{The_coach_calmed_the_basketball_player_down}","0",1740,"Non-Native","Main"
"7713","Non-Native 3","gp",18,"Unambiguous","!","{The_baby}","1",1604,"Non-Native","Sub"
"7726","Non-Native 3","gp",7,"Ambiguous","!","{The_man_woke_himself_up}","1",2358,"Non-Native","Main"
"7730","Non-Native 3","gp",17,"Ambiguous","!","{The_terrorist}","1",876,"Non-Native","Sub"
"7733","Non-Native 3","gp",16,"Unambiguous","!","{The_researcher_woke_himself_up}","1",2435,"Non-Native","Main"
"7739","Non-Native 3","gp",15,"Ambiguous","!","{The_aunt_dressed_herself}","1",1380,"Non-Native","Main"
"7766","Non-Native 4","gp",20,"Ambiguous","!","{The_man}","1",1529,"Non-Native","Sub"
"7769","Non-Native 4","gp",5,"Unambiguous","!","{The_boy}","1",1737,"Non-Native","Sub"
"7776","Non-Native 4","gp",17,"Unambiguous","!","{The_terrorist}","1",1368,"Non-Native","Sub"
"7779","Non-Native 4","gp",15,"Unambiguous","!","{The_aunt_dressed_herself}","1",2851,"Non-Native","Main"
"7786","Non-Native 4","gp",23,"Unambiguous","!","{The_mother_washed_the_child}","0",2509,"Non-Native","Main"
"7790","Non-Native 4","gp",13,"Unambiguous","!","{The_boy}","1",1439,"Non-Native","Sub"
"7797","Non-Native 4","gp",16,"Ambiguous","!","{The_assistant}","1",2195,"Non-Native","Sub"
"7800","Non-Native 4","gp",14,"Ambiguous","!","{The_doctor_woke_himself_up}","1",2759,"Non-Native","Main"
"7804","Non-Native 4","gp",24,"Ambiguous","!","{The_director}","1",2279,"Non-Native","Sub"
"7815","Non-Native 4","gp",8,"Ambiguous","!","{The_boy}","1",2493,"Non-Native","Sub"
"7826","Non-Native 4","gp",11,"Unambiguous","!","{The_lady_woke_herself_up}","1",2577,"Non-Native","Main"
"7829","Non-Native 4","gp",19,"Unambiguous","!","{The_coach_calmed_himself_down}","1",3826,"Non-Native","Main"
"7837","Non-Native 4","gp",2,"Ambiguous","!","{The_mother_dressed_herself}","1",2182,"Non-Native","Main"
"7845","Non-Native 4","gp",22,"Ambiguous","!","{The_two_footballers_fought_each_other}","1",3045,"Non-Native","Main"
"7852","Non-Native 4","gp",7,"Unambiguous","!","{The_man_woke_himself_up}","1",2141,"Non-Native","Main"
"7855","Non-Native 4","gp",12,"Ambiguous","!","{The_baby}","1",1776,"Non-Native","Sub"
"7862","Non-Native 4","gp",4,"Ambiguous","!","{The_friend}","1",1657,"Non-Native","Sub"
"7871","Non-Native 4","gp",1,"Unambiguous","!","{The_man}","1",1932,"Non-Native","Sub"
"7874","Non-Native 4","gp",21,"Unambiguous","!","{The_child}","1",1496,"Non-Native","Sub"
"7888","Non-Native 4","gp",10,"Ambiguous","!","{The_two_soldiers_fought_each_other}","1",2441,"Non-Native","Main"
"7895","Non-Native 4","gp",9,"Unambiguous","!","{The_singer}","1",1511,"Non-Native","Sub"
"7904","Non-Native 4","gp",6,"Ambiguous","!","{The_two_kids_fought_each_other}","1",2314,"Non-Native","Main"
"7908","Non-Native 4","gp",3,"Unambiguous","!","{The_two_journalists_met_each_other}","1",2089,"Non-Native","Main"
"7911","Non-Native 4","gp",18,"Ambiguous","!","{The_father_washed_the_baby}","0",2391,"Non-Native","Main"
"7938","Non-Native 5","gp",7,"Ambiguous","!","{The_lady}","1",1867,"Non-Native","Sub"
"7949","Non-Native 5","gp",6,"Unambiguous","!","{The_two_kids_fought_each_other}","1",3468,"Non-Native","Main"
"7960","Non-Native 5","gp",9,"Ambiguous","!","{The_pianist_calmed_himself_down}","1",3490,"Non-Native","Main"
"7967","Non-Native 5","gp",17,"Ambiguous","!","{The_two_men_fought_the_terrorist}","0",3438,"Non-Native","Main"
"7978","Non-Native 5","gp",22,"Unambiguous","!","{The_two_footballers_fought_each_other}","1",3190,"Non-Native","Main"
"7985","Non-Native 5","gp",8,"Unambiguous","!","{The_boy}","1",1988,"Non-Native","Sub"
"7990","Non-Native 5","gp",4,"Unambiguous","!","{The_friend}","1",5327,"Non-Native","Sub"
"7998","Non-Native 5","gp",20,"Unambiguous","!","{The_man}","1",3111,"Non-Native","Sub"
"8002","Non-Native 5","gp",19,"Ambiguous","!","{The_coach}","0",6618,"Non-Native","Sub"
"8008","Non-Native 5","gp",14,"Unambiguous","!","{The_doctor_woke_himself_up}","1",3276,"Non-Native","Main"
"8016","Non-Native 5","gp",16,"Unambiguous","!","{The_assistant}","1",1877,"Non-Native","Sub"
"8026","Non-Native 5","gp",24,"Unambiguous","!","{The_director}","1",1794,"Non-Native","Sub"
"8034","Non-Native 5","gp",23,"Ambiguous","!","{The_mother}","0",7406,"Non-Native","Sub"
"8037","Non-Native 5","gp",2,"Unambiguous","!","{The_mother_dressed_herself}","1",6579,"Non-Native","Main"
"8044","Non-Native 5","gp",21,"Ambiguous","!","{Anna_dressed_the_child}","0",2758,"Non-Native","Main"
"8051","Non-Native 5","gp",1,"Ambiguous","!","{The_lawyer_calmed_the_man_down}","0",3284,"Non-Native","Main"
"8054","Non-Native 5","gp",12,"Unambiguous","!","{The_baby}","1",1353,"Non-Native","Sub"
"8064","Non-Native 5","gp",15,"Ambiguous","!","{The_aunt}","0",1488,"Non-Native","Sub"
"8067","Non-Native 5","gp",11,"Ambiguous","!","{The_lady}","0",1257,"Non-Native","Sub"
"8077","Non-Native 5","gp",10,"Unambiguous","!","{The_two_soldiers_fought_each_other}","1",6948,"Non-Native","Main"
"8084","Non-Native 5","gp",3,"Ambiguous","!","{The_two_journalists}","0",1536,"Non-Native","Sub"
"8088","Non-Native 5","gp",13,"Ambiguous","!","{The_girl_calmed_the_boy_down}","0",2158,"Non-Native","Main"
"8092","Non-Native 5","gp",5,"Ambiguous","!","{The_father_washed_the_boy}","0",1898,"Non-Native","Main"
"8095","Non-Native 5","gp",18,"Unambiguous","!","{The_father_washed_the_baby}","0",1804,"Non-Native","Main"
"8119","Non-Native 6","gp",4,"Ambiguous","!","{The_two_children_hugged_their_friend}","0",4441,"Non-Native","Main"
"8131","Non-Native 6","gp",17,"Unambiguous","!","{The_two_men_fought_the_terrorist}","0",5532,"Non-Native","Main"
"8135","Non-Native 6","gp",6,"Ambiguous","!","{The_two_kids}","0",5570,"Non-Native","Sub"
"8142","Non-Native 6","gp",24,"Ambiguous","!","{The_two_actresses_met_the_director}","0",3679,"Non-Native","Main"
"8145","Non-Native 6","gp",9,"Unambiguous","!","{The_pianist_calmed_himself_down}","1",4676,"Non-Native","Main"
"8153","Non-Native 6","gp",16,"Ambiguous","!","{The_researcher_woke_himself_up}","1",9455,"Non-Native","Main"
"8159","Non-Native 6","gp",14,"Ambiguous","!","{The_doctor}","0",4588,"Non-Native","Sub"
"8175","Non-Native 6","gp",19,"Unambiguous","!","{The_basketball_player}","1",3152,"Non-Native","Sub"
"8179","Non-Native 6","gp",7,"Unambiguous","!","{The_lady}","1",1644,"Non-Native","Sub"
"8185","Non-Native 6","gp",22,"Ambiguous","!","{The_coach}","1",1262,"Non-Native","Sub"
"8192","Non-Native 6","gp",5,"Unambiguous","!","{The_father_washed_himself}","1",3513,"Non-Native","Main"
"8200","Non-Native 6","gp",21,"Unambiguous","!","{Anna_dressed_herself}","1",3612,"Non-Native","Main"
"8206","Non-Native 6","gp",11,"Unambiguous","!","{The_friend}","1",2256,"Non-Native","Sub"
"8213","Non-Native 6","gp",13,"Unambiguous","!","{The_girl_calmed_herself_down}","1",3285,"Non-Native","Main"
"8217","Non-Native 6","gp",20,"Ambiguous","!","{The_two_friends_met_the_man}","0",3757,"Non-Native","Main"
"8224","Non-Native 6","gp",18,"Ambiguous","!","{The_baby}","1",1635,"Non-Native","Sub"
"8231","Non-Native 6","gp",15,"Unambiguous","!","{The_boy}","1",1660,"Non-Native","Sub"
"8235","Non-Native 6","gp",3,"Unambiguous","!","{The_president}","1",2552,"Non-Native","Sub"
"8249","Non-Native 6","gp",12,"Ambiguous","!","{The_nurse_washed_the_baby}","0",3584,"Non-Native","Main"
"8252","Non-Native 6","gp",8,"Ambiguous","!","{Mary_dressed_the_boy}","0",2560,"Non-Native","Main"
"8255","Non-Native 6","gp",1,"Unambiguous","!","{The_lawyer_calmed_himself_down}","1",3607,"Non-Native","Main"
"8266","Non-Native 6","gp",10,"Ambiguous","!","{The_General}","1",6749,"Non-Native","Sub"
"8269","Non-Native 6","gp",2,"Ambiguous","!","{The_mother}","0",1582,"Non-Native","Sub"
"8275","Non-Native 6","gp",23,"Unambiguous","!","{The_child}","1",2842,"Non-Native","Sub"
"8299","Non-Native 7","gp",5,"Ambiguous","!","{The_father}","0",3028,"Non-Native","Sub"
"8306","Non-Native 7","gp",20,"Unambiguous","!","{The_two_friends_met_each_other}","1",5797,"Non-Native","Main"
"8313","Non-Native 7","gp",21,"Ambiguous","!","{The_child}","1",2320,"Non-Native","Sub"
"8317","Non-Native 7","gp",12,"Unambiguous","!","{The_nurse_washed_herself}","1",10963,"Non-Native","Main"
"8324","Non-Native 7","gp",14,"Unambiguous","!","{The_nurse}","1",2631,"Non-Native","Sub"
"8327","Non-Native 7","gp",2,"Unambiguous","!","{The_baby}","1",2413,"Non-Native","Sub"
"8335","Non-Native 7","gp",16,"Unambiguous","!","{The_researcher_woke_himself_up}","1",10960,"Non-Native","Main"
"8338","Non-Native 7","gp",22,"Unambiguous","!","{The_coach}","1",2860,"Non-Native","Sub"
"8346","Non-Native 7","gp",17,"Ambiguous","!","{The_terrorist}","1",2472,"Non-Native","Sub"
"8366","Non-Native 7","gp",7,"Ambiguous","!","{The_man_woke_himself_up}","1",6151,"Non-Native","Main"
"8373","Non-Native 7","gp",6,"Unambiguous","!","{The_neighbour}","1",4269,"Non-Native","Sub"
"8378","Non-Native 7","gp",11,"Ambiguous","!","{The_lady_woke_her_friend_up}","0",6908,"Non-Native","Main"
"8384","Non-Native 7","gp",19,"Ambiguous","!","{The_coach_calmed_himself_down}","1",7088,"Non-Native","Main"
"8396","Non-Native 7","gp",18,"Unambiguous","!","{The_baby}","1",2661,"Non-Native","Sub"
"8403","Non-Native 7","gp",9,"Ambiguous","!","{The_singer}","1",4447,"Non-Native","Sub"
"8406","Non-Native 7","gp",23,"Ambiguous","!","{The_mother_washed_the_child}","0",4936,"Non-Native","Main"
"8421","Non-Native 7","gp",1,"Ambiguous","!","{The_man}","1",2799,"Non-Native","Sub"
"8425","Non-Native 7","gp",24,"Unambiguous","!","{The_two_actresses_met_each_other}","1",6074,"Non-Native","Main"
"8431","Non-Native 7","gp",8,"Unambiguous","!","{Mary_dressed_herself}","1",6419,"Non-Native","Main"
"8442","Non-Native 7","gp",4,"Unambiguous","!","{The_two_children_hugged_their_friend}","0",9450,"Non-Native","Main"
"8445","Non-Native 7","gp",13,"Ambiguous","!","{The_boy}","1",2837,"Non-Native","Sub"
"8449","Non-Native 7","gp",10,"Unambiguous","!","{The_General}","1",3391,"Non-Native","Sub"
"8452","Non-Native 7","gp",3,"Ambiguous","!","{The_two_journalists_met_each_other}","1",13220,"Non-Native","Main"
"8456","Non-Native 7","gp",15,"Ambiguous","!","{The_aunt_dressed_the_boy}","0",4596,"Non-Native","Main"
"8480","Non-Native 8","gp",2,"Ambiguous","!","{The_mother_dressed_the_baby}","0",3146,"Non-Native","Main"
"8484","Non-Native 8","gp",14,"Ambiguous","!","{The_doctor_woke_himself_up}","1",4218,"Non-Native","Main"
"8494","Non-Native 8","gp",20,"Ambiguous","!","{The_man}","1",1975,"Non-Native","Sub"
"8498","Non-Native 8","gp",9,"Unambiguous","!","{The_singer}","1",2159,"Non-Native","Sub"
"8502","Non-Native 8","gp",7,"Unambiguous","!","{The_man_woke_himself_up}","1",1996,"Non-Native","Main"
"8506","Non-Native 8","gp",12,"Ambiguous","!","{The_baby}","1",1412,"Non-Native","Sub"
"8509","Non-Native 8","gp",6,"Ambiguous","!","{The_two_kids_fought_their_neighbour}","0",1850,"Non-Native","Main"
"8514","Non-Native 8","gp",21,"Unambiguous","!","{The_child}","1",2219,"Non-Native","Sub"
"8518","Non-Native 8","gp",11,"Unambiguous","!","{The_lady_woke_herself_up}","1",2142,"Non-Native","Main"
"8524","Non-Native 8","gp",23,"Unambiguous","!","{The_mother_washed_herself}","1",4816,"Non-Native","Main"
"8530","Non-Native 8","gp",13,"Unambiguous","!","{The_boy}","1",1073,"Non-Native","Sub"
"8533","Non-Native 8","gp",1,"Unambiguous","!","{The_lawyer}","0",2622,"Non-Native","Sub"
"8537","Non-Native 8","gp",10,"Ambiguous","!","{The_two_soldiers_fought_the_General}","0",1242,"Non-Native","Main"
"8541","Non-Native 8","gp",16,"Ambiguous","!","{The_assistant}","1",2047,"Non-Native","Sub"
"8547","Non-Native 8","gp",3,"Unambiguous","!","{The_two_journalists_met_the_president}","0",4865,"Non-Native","Main"
"8554","Non-Native 8","gp",22,"Ambiguous","!","{The_two_footballers_fought_each_other}","1",4188,"Non-Native","Main"
"8561","Non-Native 8","gp",8,"Ambiguous","!","{Mary}","0",1163,"Non-Native","Sub"
"8568","Non-Native 8","gp",4,"Ambiguous","!","{The_two_children}","0",2560,"Non-Native","Sub"
"8575","Non-Native 8","gp",24,"Ambiguous","!","{The_director}","1",1034,"Non-Native","Sub"
"8586","Non-Native 8","gp",5,"Unambiguous","!","{The_boy}","1",1574,"Non-Native","Sub"
"8592","Non-Native 8","gp",19,"Unambiguous","!","{The_coach_calmed_the_basketball_player_down}","0",2868,"Non-Native","Main"
"8614","Non-Native 8","gp",17,"Unambiguous","!","{The_terrorist}","1",1790,"Non-Native","Sub"
"8632","Non-Native 8","gp",18,"Ambiguous","!","{The_father_washed_the_baby}","0",2674,"Non-Native","Main"
"8636","Non-Native 8","gp",15,"Unambiguous","!","{The_aunt_dressed_the_boy}","0",2983,"Non-Native","Main"
"8656","Non-Native 9","gp",17,"Ambiguous","!","{The_two_men_fought_the_terrorist}","0",3229,"Non-Native","Main"
"8674","Non-Native 9","gp",22,"Unambiguous","!","{The_two_footballers_fought_each_other}","1",4139,"Non-Native","Main"
"8678","Non-Native 9","gp",12,"Unambiguous","!","{The_baby}","1",2552,"Non-Native","Sub"
"8682","Non-Native 9","gp",13,"Ambiguous","!","{The_girl_calmed_the_boy_down}","0",4959,"Non-Native","Main"
"8694","Non-Native 9","gp",9,"Ambiguous","!","{The_pianist_calmed_the_singer_down}","0",4269,"Non-Native","Main"
"8698","Non-Native 9","gp",18,"Unambiguous","!","{The_father_washed_the_baby}","0",4565,"Non-Native","Main"
"8706","Non-Native 9","gp",15,"Ambiguous","!","{The_boy}","1",2552,"Non-Native","Sub"
"8713","Non-Native 9","gp",21,"Ambiguous","!","{Anna_dressed_the_child}","0",2766,"Non-Native","Main"
"8717","Non-Native 9","gp",5,"Ambiguous","!","{The_father_washed_the_boy}","0",2998,"Non-Native","Main"
"8725","Non-Native 9","gp",8,"Unambiguous","!","{The_boy}","1",1878,"Non-Native","Sub"
"8736","Non-Native 9","gp",2,"Unambiguous","!","{The_mother_dressed_the_baby}","0",6026,"Non-Native","Main"
"8746","Non-Native 9","gp",7,"Ambiguous","!","{The_lady}","1",1804,"Non-Native","Sub"
"8753","Non-Native 9","gp",1,"Ambiguous","!","{The_lawyer_calmed_the_man_down}","0",2667,"Non-Native","Main"
"8757","Non-Native 9","gp",4,"Unambiguous","!","{The_friend}","1",2821,"Non-Native","Sub"
"8763","Non-Native 9","gp",24,"Unambiguous","!","{The_director}","1",2090,"Non-Native","Sub"
"8766","Non-Native 9","gp",3,"Ambiguous","!","{The_two_journalists}","0",3352,"Non-Native","Sub"
"8770","Non-Native 9","gp",6,"Unambiguous","!","{The_two_kids_fought_each_other}","1",2664,"Non-Native","Main"
"8776","Non-Native 9","gp",19,"Ambiguous","!","{The_coach}","0",2581,"Non-Native","Sub"
"8780","Non-Native 9","gp",10,"Unambiguous","!","{The_two_soldiers_fought_each_other}","1",3159,"Non-Native","Main"
"8784","Non-Native 9","gp",11,"Ambiguous","!","{The_friend}","1",4445,"Non-Native","Sub"
"8801","Non-Native 9","gp",23,"Ambiguous","!","{The_mother}","0",2851,"Non-Native","Sub"
"8804","Non-Native 9","gp",16,"Unambiguous","!","{The_assistant}","1",2658,"Non-Native","Sub"
"8811","Non-Native 9","gp",20,"Unambiguous","!","{The_man}","1",1731,"Non-Native","Sub"
"8818","Non-Native 9","gp",14,"Unambiguous","!","{The_doctor_woke_himself_up}","1",3110,"Non-Native","Main"
"8836","Non-Native 10","gp",9,"Unambiguous","!","{The_pianist_calmed_himself_down}","1",6739,"Non-Native","Main"
"8845","Non-Native 10","gp",18,"Ambiguous","!","{The_father}","0",2234,"Non-Native","Sub"
"8852","Non-Native 10","gp",19,"Unambiguous","!","{The_coach}","0",3329,"Non-Native","Sub"
"8859","Non-Native 10","gp",22,"Ambiguous","!","{The_coach}","1",2024,"Non-Native","Sub"
"8870","Non-Native 10","gp",5,"Unambiguous","!","{The_father_washed_himself}","1",12814,"Non-Native","Main"
"8877","Non-Native 10","gp",11,"Unambiguous","!","{The_friend}","1",2406,"Non-Native","Sub"
"8884","Non-Native 10","gp",7,"Unambiguous","!","{The_lady}","1",2643,"Non-Native","Sub"
"8895","Non-Native 10","gp",15,"Unambiguous","!","{The_boy}","1",1835,"Non-Native","Sub"
"8910","Non-Native 10","gp",12,"Ambiguous","!","{The_nurse_washed_the_baby}","0",3640,"Non-Native","Main"
"8917","Non-Native 10","gp",14,"Ambiguous","!","{The_nurse}","1",2568,"Non-Native","Sub"
"8921","Non-Native 10","gp",6,"Ambiguous","!","{The_neighbour}","1",3039,"Non-Native","Sub"
"8924","Non-Native 10","gp",23,"Unambiguous","!","{The_child}","1",4472,"Non-Native","Sub"
"8928","Non-Native 10","gp",1,"Unambiguous","!","{The_lawyer_calmed_himself_down}","1",4464,"Non-Native","Main"
"8931","Non-Native 10","gp",10,"Ambiguous","!","{The_General}","1",3179,"Non-Native","Sub"
"8938","Non-Native 10","gp",24,"Ambiguous","!","{The_two_actresses_met_each_other}","1",5186,"Non-Native","Main"
"8942","Non-Native 10","gp",17,"Unambiguous","!","{The_two_men_fought_each_other}","1",5178,"Non-Native","Main"
"8948","Non-Native 10","gp",16,"Ambiguous","!","{The_researcher_woke_himself_up}","1",7342,"Non-Native","Main"
"8954","Non-Native 10","gp",20,"Ambiguous","!","{The_two_friends_met_each_other}","1",6516,"Non-Native","Main"
"8961","Non-Native 10","gp",3,"Unambiguous","!","{The_president}","1",3074,"Non-Native","Sub"
"8965","Non-Native 10","gp",21,"Unambiguous","!","{Anna_dressed_herself}","1",4541,"Non-Native","Main"
"8979","Non-Native 10","gp",4,"Ambiguous","!","{The_two_children_hugged_each_other}","1",5121,"Non-Native","Main"
"8985","Non-Native 10","gp",13,"Unambiguous","!","{The_girl_calmed_herself_down}","1",5361,"Non-Native","Main"
"8988","Non-Native 10","gp",8,"Ambiguous","!","{Mary_dressed_herself}","1",3508,"Non-Native","Main"
"8995","Non-Native 10","gp",2,"Ambiguous","!","{The_baby}","1",3237,"Non-Native","Sub"
"9015","Non-Native 11","gp",19,"Ambiguous","!","{The_coach_calmed_the_basketball_player_down}","0",4068,"Non-Native","Main"
"9020","Non-Native 11","gp",17,"Ambiguous","!","{The_terrorist}","1",1297,"Non-Native","Sub"
"9028","Non-Native 11","gp",12,"Unambiguous","!","{The_nurse_washed_the_baby}","0",2693,"Non-Native","Main"
"9036","Non-Native 11","gp",20,"Unambiguous","!","{The_two_friends_met_the_man}","0",4788,"Non-Native","Main"
"9043","Non-Native 11","gp",11,"Ambiguous","!","{The_lady_woke_herself_up}","1",3318,"Non-Native","Main"
"9047","Non-Native 11","gp",7,"Ambiguous","!","{The_man_woke_himself_up}","1",3493,"Non-Native","Main"
"9055","Non-Native 11","gp",2,"Unambiguous","!","{The_baby}","1",1703,"Non-Native","Sub"
"9062","Non-Native 11","gp",13,"Ambiguous","!","{The_boy}","1",3035,"Non-Native","Sub"
"9078","Non-Native 11","gp",9,"Ambiguous","!","{The_singer}","1",3001,"Non-Native","Sub"
"9085","Non-Native 11","gp",4,"Unambiguous","!","{The_two_children_hugged_each_other}","1",2905,"Non-Native","Main"
"9089","Non-Native 11","gp",8,"Unambiguous","!","{Mary_dressed_herself}","1",2585,"Non-Native","Main"
"9096","Non-Native 11","gp",5,"Ambiguous","!","{The_father}","0",1605,"Non-Native","Sub"
"9100","Non-Native 11","gp",1,"Ambiguous","!","{The_man}","1",2691,"Non-Native","Sub"
"9103","Non-Native 11","gp",10,"Unambiguous","!","{The_General}","1",1328,"Non-Native","Sub"
"9113","Non-Native 11","gp",14,"Unambiguous","!","{The_nurse}","1",2060,"Non-Native","Sub"
"9116","Non-Native 11","gp",16,"Unambiguous","!","{The_researcher_woke_himself_up}","1",4050,"Non-Native","Main"
"9124","Non-Native 11","gp",18,"Unambiguous","!","{The_baby}","1",2528,"Non-Native","Sub"
"9134","Non-Native 11","gp",24,"Unambiguous","!","{The_two_actresses_met_each_other}","1",3436,"Non-Native","Main"
"9144","Non-Native 11","gp",15,"Ambiguous","!","{The_aunt_dressed_herself}","1",2873,"Non-Native","Main"
"9150","Non-Native 11","gp",22,"Unambiguous","!","{The_coach}","1",1507,"Non-Native","Sub"
"9153","Non-Native 11","gp",23,"Ambiguous","!","{The_mother_washed_the_child}","0",2329,"Non-Native","Main"
"9160","Non-Native 11","gp",3,"Ambiguous","!","{The_two_journalists_met_the_president}","0",7849,"Non-Native","Main"
"9163","Non-Native 11","gp",21,"Ambiguous","!","{Anna}","0",1504,"Non-Native","Sub"
"9173","Non-Native 11","gp",6,"Unambiguous","!","{The_neighbour}","1",2020,"Non-Native","Sub"
"9207","Non-Native 12","gp",23,"Unambiguous","!","{The_mother_washed_the_child}","0",7274,"Non-Native","Main"
"9212","Non-Native 12","gp",1,"Unambiguous","!","{The_man}","1",1832,"Non-Native","Sub"
"9215","Non-Native 12","gp",9,"Unambiguous","!","{The_singer}","1",1407,"Non-Native","Sub"
"9223","Non-Native 12","gp",20,"Ambiguous","!","{The_man}","1",3356,"Non-Native","Sub"
"9231","Non-Native 12","gp",12,"Ambiguous","!","{The_nurse}","0",1903,"Non-Native","Sub"
"9235","Non-Native 12","gp",17,"Unambiguous","!","{The_terrorist}","1",1103,"Non-Native","Sub"
"9239","Non-Native 12","gp",3,"Unambiguous","!","{The_two_journalists_met_each_other}","1",7212,"Non-Native","Main"
"9260","Non-Native 12","gp",15,"Unambiguous","!","{The_aunt_dressed_herself}","1",3228,"Non-Native","Main"
"9270","Non-Native 12","gp",18,"Ambiguous","!","{The_father_washed_himself}","1",2497,"Non-Native","Main"
"9276","Non-Native 12","gp",10,"Ambiguous","!","{The_two_soldiers_fought_each_other}","1",4990,"Non-Native","Main"
"9283","Non-Native 12","gp",14,"Ambiguous","!","{The_doctor_woke_himself_up}","1",2706,"Non-Native","Main"
"9287","Non-Native 12","gp",8,"Ambiguous","!","{The_boy}","1",1287,"Non-Native","Sub"
"9293","Non-Native 12","gp",21,"Unambiguous","!","{The_child}","1",1756,"Non-Native","Sub"
"9296","Non-Native 12","gp",13,"Unambiguous","!","{The_boy}","1",1896,"Non-Native","Sub"
"9303","Non-Native 12","gp",16,"Ambiguous","!","{The_assistant}","1",2610,"Non-Native","Sub"
"9307","Non-Native 12","gp",2,"Ambiguous","!","{The_mother_dressed_herself}","1",1693,"Non-Native","Main"
"9310","Non-Native 12","gp",11,"Unambiguous","!","{The_lady_woke_herself_up}","1",1861,"Non-Native","Main"
"9313","Non-Native 12","gp",24,"Ambiguous","!","{The_director}","1",1731,"Non-Native","Sub"
"9320","Non-Native 12","gp",4,"Ambiguous","!","{The_friend}","1",1639,"Non-Native","Sub"
"9328","Non-Native 12","gp",7,"Unambiguous","!","{The_man_woke_himself_up}","1",2255,"Non-Native","Main"
"9335","Non-Native 12","gp",5,"Unambiguous","!","{The_boy}","1",1207,"Non-Native","Sub"
"9342","Non-Native 12","gp",19,"Unambiguous","!","{The_coach_calmed_himself_down}","1",2936,"Non-Native","Main"
"9345","Non-Native 12","gp",22,"Ambiguous","!","{The_two_footballers_fought_each_other}","1",1646,"Non-Native","Main"
"9348","Non-Native 12","gp",6,"Ambiguous","!","{The_two_kids_fought_each_other}","1",1366,"Non-Native","Main"
"9379","Non-Native 13","gp",6,"Unambiguous","!","{The_two_kids_fought_each_other}","1",4453,"Non-Native","Main"
"9386","Non-Native 13","gp",24,"Unambiguous","!","{The_director}","1",2006,"Non-Native","Sub"
"9393","Non-Native 13","gp",18,"Unambiguous","!","{The_father_washed_himself}","1",4943,"Non-Native","Main"
"9400","Non-Native 13","gp",9,"Ambiguous","!","{The_pianist_calmed_himself_down}","1",4239,"Non-Native","Main"
