"","subject","type","item","condition","question","correct_answer","response","rt","group","question_type"
"12903","Non-Native 32","gp",14,"Ambiguous","!","{The_doctor_woke_himself_up}","1",4364,"Non-Native","Main"
"12906","Non-Native 32","gp",8,"Ambiguous","!","{Mary}","0",3162,"Non-Native","Sub"
"12913","Non-Native 32","gp",10,"Ambiguous","!","{The_two_soldiers_fought_each_other}","1",4511,"Non-Native","Main"
"12919","Non-Native 32","gp",4,"Ambiguous","!","{The_friend}","1",4056,"Non-Native","Sub"
"12925","Non-Native 32","gp",12,"Ambiguous","!","{The_baby}","1",2042,"Non-Native","Sub"
"12937","Non-Native 32","gp",2,"Ambiguous","!","{The_mother_dressed_the_baby}","0",2412,"Non-Native","Main"
"12941","Non-Native 32","gp",18,"Ambiguous","!","{The_father_washed_the_baby}","0",2712,"Non-Native","Main"
"12944","Non-Native 32","gp",13,"Unambiguous","!","{The_boy}","1",1838,"Non-Native","Sub"
"12951","Non-Native 32","gp",16,"Ambiguous","!","{The_assistant}","1",3333,"Non-Native","Sub"
"12986","Non-Native 33","gp",18,"Unambiguous","!","{The_father_washed_himself}","1",5955,"Non-Native","Main"
"13000","Non-Native 33","gp",21,"Ambiguous","!","{Anna_dressed_herself}","1",3622,"Non-Native","Main"
"13003","Non-Native 33","gp",5,"Ambiguous","!","{The_father_washed_the_boy}","0",2603,"Non-Native","Main"
"13011","Non-Native 33","gp",8,"Unambiguous","!","{The_boy}","1",1714,"Non-Native","Sub"
"13014","Non-Native 33","gp",19,"Ambiguous","!","{The_coach}","0",3189,"Non-Native","Sub"
"13017","Non-Native 33","gp",1,"Ambiguous","!","{The_lawyer_calmed_the_man_down}","0",3221,"Non-Native","Main"
"13025","Non-Native 33","gp",24,"Unambiguous","!","{The_director}","1",2172,"Non-Native","Sub"
"13029","Non-Native 33","gp",14,"Unambiguous","!","{The_doctor_woke_himself_up}","1",4305,"Non-Native","Main"
"13043","Non-Native 33","gp",13,"Ambiguous","!","{The_girl_calmed_the_boy_down}","0",2418,"Non-Native","Main"
"13050","Non-Native 33","gp",20,"Unambiguous","!","{The_man}","1",1991,"Non-Native","Sub"
"13053","Non-Native 33","gp",3,"Ambiguous","!","{The_two_journalists}","0",1600,"Non-Native","Sub"
"13057","Non-Native 33","gp",23,"Ambiguous","!","{The_mother}","0",1978,"Non-Native","Sub"
"13069","Non-Native 33","gp",15,"Ambiguous","!","{The_aunt}","0",1393,"Non-Native","Sub"
"13073","Non-Native 33","gp",6,"Unambiguous","!","{The_two_kids_fought_each_other}","1",5446,"Non-Native","Main"
"13085","Non-Native 33","gp",9,"Ambiguous","!","{The_pianist_calmed_the_singer_down}","0",3272,"Non-Native","Main"
"13089","Non-Native 33","gp",10,"Unambiguous","!","{The_two_soldiers_fought_each_other}","1",6000,"Non-Native","Main"
"13095","Non-Native 33","gp",16,"Unambiguous","!","{The_assistant}","1",6761,"Non-Native","Sub"
"13099","Non-Native 33","gp",2,"Unambiguous","!","{The_mother_dressed_herself}","1",3681,"Non-Native","Main"
"13103","Non-Native 33","gp",22,"Unambiguous","!","{The_two_footballers_fought_each_other}","1",4208,"Non-Native","Main"
"13106","Non-Native 33","gp",11,"Ambiguous","!","{The_friend}","1",1683,"Non-Native","Sub"
"13113","Non-Native 33","gp",7,"Ambiguous","!","{The_man}","0",1977,"Non-Native","Sub"
"13122","Non-Native 33","gp",17,"Ambiguous","!","{The_two_men_fought_the_terrorist}","0",10979,"Non-Native","Main"
"13129","Non-Native 33","gp",4,"Unambiguous","!","{The_friend}","1",2329,"Non-Native","Sub"
"13135","Non-Native 33","gp",12,"Unambiguous","!","{The_baby}","1",1666,"Non-Native","Sub"
"13156","Non-Native 34","gp",6,"Ambiguous","!","{The_two_kids}","0",2846,"Non-Native","Sub"
"13162","Non-Native 34","gp",20,"Ambiguous","!","{The_two_friends_met_the_man}","0",4135,"Non-Native","Main"
"13166","Non-Native 34","gp",11,"Unambiguous","!","{The_friend}","1",1741,"Non-Native","Sub"
"13173","Non-Native 34","gp",10,"Ambiguous","!","{The_two_soldiers}","0",2001,"Non-Native","Sub"
"13176","Non-Native 34","gp",8,"Ambiguous","!","{Mary_dressed_herself}","1",6269,"Non-Native","Main"
"13179","Non-Native 34","gp",12,"Ambiguous","!","{The_nurse_washed_the_baby}","0",2524,"Non-Native","Main"
"13195","Non-Native 34","gp",21,"Unambiguous","!","{Anna_dressed_herself}","1",2026,"Non-Native","Main"
"13203","Non-Native 34","gp",13,"Unambiguous","!","{The_girl_calmed_herself_down}","1",4124,"Non-Native","Main"
"13213","Non-Native 34","gp",7,"Unambiguous","!","{The_lady}","1",1944,"Non-Native","Sub"
"13230","Non-Native 34","gp",23,"Unambiguous","!","{The_child}","1",1453,"Non-Native","Sub"
"13236","Non-Native 34","gp",2,"Ambiguous","!","{The_baby}","1",3318,"Non-Native","Sub"
"13240","Non-Native 34","gp",14,"Ambiguous","!","{The_doctor}","0",2520,"Non-Native","Sub"
"13251","Non-Native 34","gp",24,"Ambiguous","!","{The_two_actresses_met_each_other}","1",3565,"Non-Native","Main"
"13254","Non-Native 34","gp",15,"Unambiguous","!","{The_boy}","1",1371,"Non-Native","Sub"
"13265","Non-Native 34","gp",9,"Unambiguous","!","{The_pianist_calmed_himself_down}","1",5004,"Non-Native","Main"
"13269","Non-Native 34","gp",16,"Ambiguous","!","{The_researcher_woke_the_assistant_up}","0",2864,"Non-Native","Main"
"13278","Non-Native 34","gp",22,"Ambiguous","!","{The_coach}","1",3116,"Non-Native","Sub"
"13285","Non-Native 34","gp",5,"Unambiguous","!","{The_father_washed_himself}","1",4079,"Non-Native","Main"
"13289","Non-Native 34","gp",17,"Unambiguous","!","{The_two_men_fought_each_other}","1",2848,"Non-Native","Main"
"13293","Non-Native 34","gp",3,"Unambiguous","!","{The_president}","1",1848,"Non-Native","Sub"
"13304","Non-Native 34","gp",19,"Unambiguous","!","{The_basketball_player}","1",2112,"Non-Native","Sub"
"13308","Non-Native 34","gp",4,"Ambiguous","!","{The_two_children_hugged_each_other}","1",3826,"Non-Native","Main"
"13312","Non-Native 34","gp",18,"Ambiguous","!","{The_father}","0",1452,"Non-Native","Sub"
"13315","Non-Native 34","gp",1,"Unambiguous","!","{The_lawyer_calmed_the_man_down}","0",3514,"Non-Native","Main"
"13336","Non-Native 35","gp",19,"Ambiguous","!","{The_coach_calmed_himself_down}","1",5950,"Non-Native","Main"
"13344","Non-Native 35","gp",17,"Ambiguous","!","{The_two_men}","0",3710,"Non-Native","Sub"
"13352","Non-Native 35","gp",2,"Unambiguous","!","{The_baby}","1",2260,"Non-Native","Sub"
"13355","Non-Native 35","gp",14,"Unambiguous","!","{The_nurse}","1",2529,"Non-Native","Sub"
"13362","Non-Native 35","gp",24,"Unambiguous","!","{The_two_actresses_met_each_other}","1",5574,"Non-Native","Main"
"13369","Non-Native 35","gp",12,"Unambiguous","!","{The_nurse_washed_the_baby}","0",2915,"Non-Native","Main"
"13375","Non-Native 35","gp",18,"Unambiguous","!","{The_baby}","1",1853,"Non-Native","Sub"
"13395","Non-Native 35","gp",9,"Ambiguous","!","{The_pianist}","0",3503,"Non-Native","Sub"
"13406","Non-Native 35","gp",3,"Ambiguous","!","{The_two_journalists_met_each_other}","1",8142,"Non-Native","Main"
"13410","Non-Native 35","gp",11,"Ambiguous","!","{The_lady_woke_her_friend_up}","0",5823,"Non-Native","Main"
"13417","Non-Native 35","gp",6,"Unambiguous","!","{The_neighbour}","1",2283,"Non-Native","Sub"
"13427","Non-Native 35","gp",16,"Unambiguous","!","{The_researcher_woke_himself_up}","1",5762,"Non-Native","Main"
"13437","Non-Native 35","gp",15,"Ambiguous","!","{The_aunt_dressed_the_boy}","0",3101,"Non-Native","Main"
"13446","Non-Native 35","gp",10,"Unambiguous","!","{The_General}","1",2179,"Non-Native","Sub"
"13450","Non-Native 35","gp",22,"Unambiguous","!","{The_coach}","1",2349,"Non-Native","Sub"
"13457","Non-Native 35","gp",13,"Ambiguous","!","{The_girl}","0",3403,"Non-Native","Sub"
"13464","Non-Native 35","gp",1,"Ambiguous","!","{The_lawyer}","0",1454,"Non-Native","Sub"
"13470","Non-Native 35","gp",4,"Unambiguous","!","{The_two_children_hugged_each_other}","1",3204,"Non-Native","Main"
"13474","Non-Native 35","gp",21,"Ambiguous","!","{Anna}","0",3161,"Non-Native","Sub"
"13481","Non-Native 35","gp",23,"Ambiguous","!","{The_mother_washed_the_child}","0",2855,"Non-Native","Main"
"13484","Non-Native 35","gp",5,"Ambiguous","!","{The_father}","0",6051,"Non-Native","Sub"
"13487","Non-Native 35","gp",8,"Unambiguous","!","{Mary_dressed_the_boy}","0",5114,"Non-Native","Main"
"13491","Non-Native 35","gp",7,"Ambiguous","!","{The_man_woke_himself_up}","1",2966,"Non-Native","Main"
"13498","Non-Native 35","gp",20,"Unambiguous","!","{The_two_friends_met_each_other}","1",2964,"Non-Native","Main"
"13519","Non-Native 36","gp",24,"Ambiguous","!","{The_director}","1",11906,"Non-Native","Sub"
"13526","Non-Native 36","gp",10,"Ambiguous","!","{The_two_soldiers_fought_each_other}","1",26411,"Non-Native","Main"
"13535","Non-Native 36","gp",1,"Unambiguous","!","{The_man}","1",2649,"Non-Native","Sub"
"13539","Non-Native 36","gp",3,"Unambiguous","!","{The_two_journalists_met_each_other}","1",13784,"Non-Native","Main"
"13551","Non-Native 36","gp",13,"Unambiguous","!","{The_boy}","1",4223,"Non-Native","Sub"
"13554","Non-Native 36","gp",2,"Ambiguous","!","{The_mother_dressed_the_baby}","0",2992,"Non-Native","Main"
"13557","Non-Native 36","gp",18,"Ambiguous","!","{The_father_washed_the_baby}","0",4509,"Non-Native","Main"
"13564","Non-Native 36","gp",19,"Unambiguous","!","{The_coach_calmed_himself_down}","1",4390,"Non-Native","Main"
"13570","Non-Native 36","gp",23,"Unambiguous","!","{The_mother_washed_herself}","1",6908,"Non-Native","Main"
"13581","Non-Native 36","gp",8,"Ambiguous","!","{Mary}","0",2751,"Non-Native","Sub"
"13595","Non-Native 36","gp",22,"Ambiguous","!","{The_two_footballers_fought_each_other}","1",9778,"Non-Native","Main"
"13606","Non-Native 36","gp",5,"Unambiguous","!","{The_boy}","1",2055,"Non-Native","Sub"
"13617","Non-Native 36","gp",9,"Unambiguous","!","{The_singer}","1",2379,"Non-Native","Sub"
"13623","Non-Native 36","gp",6,"Ambiguous","!","{The_two_kids_fought_each_other}","1",6795,"Non-Native","Main"
"13627","Non-Native 36","gp",4,"Ambiguous","!","{The_two_children}","0",4092,"Non-Native","Sub"
"13630","Non-Native 36","gp",7,"Unambiguous","!","{The_man_woke_himself_up}","1",3903,"Non-Native","Main"
"13633","Non-Native 36","gp",20,"Ambiguous","!","{The_two_friends}","0",4004,"Non-Native","Sub"
"13636","Non-Native 36","gp",16,"Ambiguous","!","{The_assistant}","1",17801,"Non-Native","Sub"
"13639","Non-Native 36","gp",15,"Unambiguous","!","{The_aunt_dressed_herself}","1",6916,"Non-Native","Main"
"13642","Non-Native 36","gp",17,"Unambiguous","!","{The_terrorist}","1",2501,"Non-Native","Sub"
"13646","Non-Native 36","gp",11,"Unambiguous","!","{The_lady_woke_her_friend_up}","0",4279,"Non-Native","Main"
"13653","Non-Native 36","gp",12,"Ambiguous","!","{The_nurse}","0",2736,"Non-Native","Sub"
"13657","Non-Native 36","gp",21,"Unambiguous","!","{The_child}","1",2645,"Non-Native","Sub"
"13661","Non-Native 36","gp",14,"Ambiguous","!","{The_doctor_woke_himself_up}","1",24471,"Non-Native","Main"
"13696","Non-Native 37","gp",10,"Unambiguous","!","{The_two_soldiers_fought_each_other}","1",4871,"Non-Native","Main"
"13701","Non-Native 37","gp",3,"Ambiguous","!","{The_two_journalists}","0",18889,"Non-Native","Sub"
"13704","Non-Native 37","gp",19,"Ambiguous","!","{The_basketball_player}","1",2263,"Non-Native","Sub"
"13712","Non-Native 37","gp",2,"Unambiguous","!","{The_mother_dressed_herself}","1",4147,"Non-Native","Main"
"13725","Non-Native 37","gp",23,"Ambiguous","!","{The_child}","1",10497,"Non-Native","Sub"
"13729","Non-Native 37","gp",7,"Ambiguous","!","{The_lady}","1",1848,"Non-Native","Sub"
"13732","Non-Native 37","gp",17,"Ambiguous","!","{The_two_men_fought_each_other}","1",13400,"Non-Native","Main"
"13736","Non-Native 37","gp",13,"Ambiguous","!","{The_girl_calmed_herself_down}","1",4452,"Non-Native","Main"
"13742","Non-Native 37","gp",18,"Unambiguous","!","{The_father_washed_the_baby}","0",1681,"Non-Native","Main"
"13746","Non-Native 37","gp",15,"Ambiguous","!","{The_aunt}","0",2247,"Non-Native","Sub"
"13749","Non-Native 37","gp",9,"Ambiguous","!","{The_pianist_calmed_himself_down}","1",4089,"Non-Native","Main"
"13756","Non-Native 37","gp",21,"Ambiguous","!","{Anna_dressed_the_child}","0",2228,"Non-Native","Main"
"13759","Non-Native 37","gp",24,"Unambiguous","!","{The_director}","1",1550,"Non-Native","Sub"
"13766","Non-Native 37","gp",16,"Unambiguous","!","{The_assistant}","1",1806,"Non-Native","Sub"
"13774","Non-Native 37","gp",14,"Unambiguous","!","{The_doctor_woke_himself_up}","1",5226,"Non-Native","Main"
"13781","Non-Native 37","gp",8,"Unambiguous","!","{The_boy}","1",1879,"Non-Native","Sub"
"13784","Non-Native 37","gp",4,"Unambiguous","!","{The_friend}","1",2753,"Non-Native","Sub"
"13795","Non-Native 37","gp",20,"Unambiguous","!","{The_man}","1",1781,"Non-Native","Sub"
"13798","Non-Native 37","gp",22,"Unambiguous","!","{The_two_footballers_fought_each_other}","1",4202,"Non-Native","Main"
"13812","Non-Native 37","gp",1,"Ambiguous","!","{The_lawyer_calmed_the_man_down}","0",3200,"Non-Native","Main"
"13823","Non-Native 37","gp",11,"Ambiguous","!","{The_lady}","0",1466,"Non-Native","Sub"
"13827","Non-Native 37","gp",5,"Ambiguous","!","{The_father_washed_the_boy}","0",2303,"Non-Native","Main"
"13833","Non-Native 37","gp",12,"Unambiguous","!","{The_baby}","1",1668,"Non-Native","Sub"
"13837","Non-Native 37","gp",6,"Unambiguous","!","{The_two_kids_fought_each_other}","1",2644,"Non-Native","Main"
"13878","Non-Native 38","gp",14,"Ambiguous","!","{The_doctor}","0",4327,"Non-Native","Sub"
"13886","Non-Native 38","gp",23,"Unambiguous","!","{The_child}","1",1977,"Non-Native","Sub"
"13890","Non-Native 38","gp",17,"Unambiguous","!","{The_two_men_fought_each_other}","1",3578,"Non-Native","Main"
"13898","Non-Native 38","gp",2,"Ambiguous","!","{The_mother}","0",1390,"Non-Native","Sub"
"13902","Non-Native 38","gp",6,"Ambiguous","!","{The_two_kids}","0",4781,"Non-Native","Sub"
"13912","Non-Native 38","gp",9,"Unambiguous","!","{The_pianist_calmed_himself_down}","1",4805,"Non-Native","Main"
"13919","Non-Native 38","gp",12,"Ambiguous","!","{The_nurse_washed_the_baby}","0",4224,"Non-Native","Main"
"13925","Non-Native 38","gp",5,"Unambiguous","!","{The_father_washed_himself}","1",3268,"Non-Native","Main"
"13936","Non-Native 38","gp",13,"Unambiguous","!","{The_girl_calmed_herself_down}","1",3447,"Non-Native","Main"
"13942","Non-Native 38","gp",11,"Unambiguous","!","{The_friend}","1",2030,"Non-Native","Sub"
"13945","Non-Native 38","gp",4,"Ambiguous","!","{The_two_children_hugged_their_friend}","0",5395,"Non-Native","Main"
"13948","Non-Native 38","gp",16,"Ambiguous","!","{The_researcher_woke_the_assistant_up}","0",3507,"Non-Native","Main"
"13956","Non-Native 38","gp",20,"Ambiguous","!","{The_two_friends_met_the_man}","0",4200,"Non-Native","Main"
"13964","Non-Native 38","gp",10,"Ambiguous","!","{The_two_soldiers}","0",1565,"Non-Native","Sub"
"13967","Non-Native 38","gp",7,"Unambiguous","!","{The_lady}","1",3924,"Non-Native","Sub"
"13976","Non-Native 38","gp",21,"Unambiguous","!","{Anna_dressed_herself}","1",5460,"Non-Native","Main"
"13980","Non-Native 38","gp",22,"Ambiguous","!","{The_two_footballers}","0",1663,"Non-Native","Sub"
"13984","Non-Native 38","gp",18,"Ambiguous","!","{The_father}","0",1110,"Non-Native","Sub"
"13990","Non-Native 38","gp",8,"Ambiguous","!","{Mary_dressed_the_boy}","0",4380,"Non-Native","Main"
"14001","Non-Native 38","gp",24,"Ambiguous","!","{The_two_actresses_met_the_director}","0",3031,"Non-Native","Main"
"14008","Non-Native 38","gp",15,"Unambiguous","!","{The_boy}","1",2315,"Non-Native","Sub"
"14012","Non-Native 38","gp",19,"Unambiguous","!","{The_basketball_player}","1",2750,"Non-Native","Sub"
"14020","Non-Native 38","gp",1,"Unambiguous","!","{The_lawyer_calmed_himself_down}","1",4082,"Non-Native","Main"
"14039","Non-Native 38","gp",3,"Unambiguous","!","{The_president}","1",1629,"Non-Native","Sub"
"14059","Non-Native 39","gp",6,"Unambiguous","!","{The_neighbour}","1",2706,"Non-Native","Sub"
"14065","Non-Native 39","gp",21,"Ambiguous","!","{The_child}","1",4637,"Non-Native","Sub"
"14071","Non-Native 39","gp",23,"Ambiguous","!","{The_mother_washed_the_child}","0",7013,"Non-Native","Main"
"14074","Non-Native 39","gp",18,"Unambiguous","!","{The_baby}","1",6295,"Non-Native","Sub"
"14077","Non-Native 39","gp",8,"Unambiguous","!","{Mary_dressed_herself}","1",5414,"Non-Native","Main"
"14082","Non-Native 39","gp",19,"Ambiguous","!","{The_coach_calmed_the_basketball_player_down}","0",5404,"Non-Native","Main"
"14093","Non-Native 39","gp",2,"Unambiguous","!","{The_baby}","1",1616,"Non-Native","Sub"
"14100","Non-Native 39","gp",10,"Unambiguous","!","{The_General}","1",2406,"Non-Native","Sub"
"14104","Non-Native 39","gp",24,"Unambiguous","!","{The_two_actresses_met_each_other}","1",5785,"Non-Native","Main"
"14107","Non-Native 39","gp",20,"Unambiguous","!","{The_two_friends_met_the_man}","0",7901,"Non-Native","Main"
"14121","Non-Native 39","gp",15,"Ambiguous","!","{The_aunt_dressed_the_boy}","0",2277,"Non-Native","Main"
"14129","Non-Native 39","gp",9,"Ambiguous","!","{The_singer}","1",2701,"Non-Native","Sub"
"14136","Non-Native 39","gp",3,"Ambiguous","!","{The_two_journalists_met_the_president}","0",3473,"Non-Native","Main"
"14146","Non-Native 39","gp",5,"Ambiguous","!","{The_father}","0",1590,"Non-Native","Sub"
"14163","Non-Native 39","gp",16,"Unambiguous","!","{The_researcher_woke_the_assistant_up}","0",8268,"Non-Native","Main"
"14167","Non-Native 39","gp",17,"Ambiguous","!","{The_terrorist}","1",2421,"Non-Native","Sub"
"14170","Non-Native 39","gp",7,"Ambiguous","!","{The_man_woke_himself_up}","1",5805,"Non-Native","Main"
"14177","Non-Native 39","gp",12,"Unambiguous","!","{The_nurse_washed_herself}","1",5700,"Non-Native","Main"
"14189","Non-Native 39","gp",11,"Ambiguous","!","{The_lady_woke_herself_up}","1",6839,"Non-Native","Main"
"14196","Non-Native 39","gp",1,"Ambiguous","!","{The_man}","1",4198,"Non-Native","Sub"
"14200","Non-Native 39","gp",14,"Unambiguous","!","{The_nurse}","1",1925,"Non-Native","Sub"
"14204","Non-Native 39","gp",13,"Ambiguous","!","{The_boy}","1",2469,"Non-Native","Sub"
"14215","Non-Native 39","gp",4,"Unambiguous","!","{The_two_children_hugged_each_other}","1",4518,"Non-Native","Main"
"14219","Non-Native 39","gp",22,"Unambiguous","!","{The_coach}","1",3983,"Non-Native","Sub"
"14242","Non-Native 40","gp",3,"Unambiguous","!","{The_two_journalists_met_the_president}","0",6492,"Non-Native","Main"
"14250","Non-Native 40","gp",15,"Unambiguous","!","{The_aunt_dressed_herself}","1",5909,"Non-Native","Main"
"14257","Non-Native 40","gp",16,"Ambiguous","!","{The_assistant}","1",3086,"Non-Native","Sub"
"14268","Non-Native 40","gp",4,"Ambiguous","!","{The_two_children}","0",6265,"Non-Native","Sub"
"14274","Non-Native 40","gp",24,"Ambiguous","!","{The_actresses}","0",4137,"Non-Native","Sub"
"14281","Non-Native 40","gp",14,"Ambiguous","!","{The_doctor_woke_himself_up}","1",4742,"Non-Native","Main"
"14284","Non-Native 40","gp",23,"Unambiguous","!","{The_mother_washed_herself}","1",6721,"Non-Native","Main"
"14292","Non-Native 40","gp",10,"Ambiguous","!","{The_two_soldiers_fought_the_General}","0",3780,"Non-Native","Main"
"14295","Non-Native 40","gp",11,"Unambiguous","!","{The_lady_woke_herself_up}","1",3596,"Non-Native","Main"
"14298","Non-Native 40","gp",1,"Unambiguous","!","{The_man}","1",1977,"Non-Native","Sub"
"14301","Non-Native 40","gp",13,"Unambiguous","!","{The_boy}","1",2312,"Non-Native","Sub"
"14308","Non-Native 40","gp",5,"Unambiguous","!","{The_boy}","1",3723,"Non-Native","Sub"
"14312","Non-Native 40","gp",12,"Ambiguous","!","{The_nurse}","0",4172,"Non-Native","Sub"
